retrieved_at,tweet_id,tweet_created_at,tweet_year,query,sensitive,lang,source,username,user_id,text,in_reply_to_id,in_reply_to_name,rt_count,reply_count,like_count,quote_count,has_media,if_video_duration,if_video_views,media_url,tweet_url,ent_hashtags,ent_mentions,ent_anotation_types,ent_anotation_elements,place_id,place_name,coordinates
2021-12-07 19:33:32.100707,1420874274248675328,2021-07-29T22:30:00.000Z,2021,#pegasusfiasco,False,en,TweetDeck,newslaundry,372677761,"On Republic TV, Arnab Goswami hosted a show with the hashtag #PegasusFiasco and thundered that Amnesty had done a u-turn.

Goswami’s poor imitations on Times Now had similar takes.

@NidhiSuresh_ and @supritidavid report.

https://t.co/yvOMFdv6YR",false,false,8,0,30,0,['false'],0.0,0,['false'],https://twitter.com/newslaundry/status/1420874274248675328,PegasusFiasco,NidhiSuresh_;supritidavid,Person;Person;Person,Arnab Goswami;Amnesty;Goswami,false,false,false
2021-12-07 19:33:32.100707,1420764604909592576,2021-07-29T15:14:12.000Z,2021,#pegasusfiasco,False,hi,Twitter for Android,AgrawalSadhuram,751694654,"#AmnestyUTurn #PegasusFiasco
#NewsClick #AmnestyDeniesPegasus
#KalyanSingh जी को गोली न चलाने
पर:एकलाइन में इस्तीफा,एकदिन की जेल!
#बंगाल #PostPollViolence #NHRC
#महाराष्ट्र,#राजस्थान,#पंजाब,#केरला...
#भ्रष्ट #मुल्लामुलायम की राह पर।
कारसेवकों पर गोलियां👇 
https://t.co/irhA0undy2 https://t.co/cxIS2stGbZ https://t.co/vjxeoUMULA",false,false,1,0,0,0,"['photo', 'photo', 'photo', 'photo']",0.0,0,"['https://pbs.twimg.com/media/E7eR3VeVIAwkeci.jpg', 'https://pbs.twimg.com/media/E7eR3lMVgAc856S.jpg', 'https://pbs.twimg.com/media/E7eR3zwVcAAVlL5.jpg', 'https://pbs.twimg.com/media/E7eR4IbVcAI7Wox.jpg']",https://twitter.com/AgrawalSadhuram/status/1420764604909592576,AmnestyUTurn;PegasusFiasco;NewsClick;AmnestyDeniesPegasus;KalyanSingh;बंगाल;PostPollViolence;NHRC;महाराष्ट्र;राजस्थान;पंजाब;केरला;भ्रष्ट;मुल्लामुलायम,false,false,false,false,false,false
2021-12-07 19:33:32.100707,1420762242706939909,2021-07-29T15:04:49.000Z,2021,#pegasusfiasco,False,hi,Twitter for Android,AgrawalSadhuram,751694654,"#AmnestyUTurn #PegasusFiasco
#NewsClick #AmnestyDeniesPegasus
#KalyanSingh जी को गोली न चलाने
पर:एकलाइन में इस्तीफा,एकदिन की जेल!
#बंगाल #PostPollViolence #NHRC
#महाराष्ट्र,#राजस्थान,#पंजाब,#केरला...
#भ्रष्ट #मुल्लामुलायम की राह पर।
कारसेवकों पर गोलियां👇 
https://t.co/irhA0undy2 https://t.co/mKNGbRc5cm",false,false,1,0,0,0,"['photo', 'photo', 'photo', 'photo']",0.0,0,"['https://pbs.twimg.com/media/E7ePtrnVgAQosYM.jpg', 'https://pbs.twimg.com/media/E7ePuK5VIAwTWwO.jpg', 'https://pbs.twimg.com/media/E7ePufbVoAo3RUA.jpg', 'https://pbs.twimg.com/media/E7ePuthVcAgrp1m.jpg']",https://twitter.com/AgrawalSadhuram/status/1420762242706939909,AmnestyUTurn;PegasusFiasco;NewsClick;AmnestyDeniesPegasus;KalyanSingh;बंगाल;PostPollViolence;NHRC;महाराष्ट्र;राजस्थान;पंजाब;केरला;भ्रष्ट;मुल्लामुलायम,false,false,false,false,false,false
2021-12-07 19:33:32.100707,1420761961533345796,2021-07-29T15:03:42.000Z,2021,#pegasusfiasco,False,hi,Twitter for Android,AgrawalSadhuram,751694654,"#AmnestyUTurn #PegasusFiasco
#NewsClick #AmnestyDeniesPegasus
#KalyanSingh जी को गोली न चलाने
पर:एकलाइन में इस्तीफा,एकदिन की जेल!
#बंगाल #PostPollViolence #NHRC
#महाराष्ट्र,#राजस्थान,#पंजाब,#केरला...
#भ्रष्ट #मुल्लामुलायम की राह पर।
कारसेवकों पर गोलियां👇 
https://t.co/irhA0undy2 https://t.co/LayXppB8Zy",false,false,1,0,0,0,"['photo', 'photo', 'photo', 'photo']",0.0,0,"['https://pbs.twimg.com/media/E7ePdaRVkAUJxpX.jpg', 'https://pbs.twimg.com/media/E7ePdxJVoAEJGUM.jpg', 'https://pbs.twimg.com/media/E7ePeDnUYAAGyAJ.jpg', 'https://pbs.twimg.com/media/E7ePeUnUcAIlp-l.jpg']",https://twitter.com/AgrawalSadhuram/status/1420761961533345796,AmnestyUTurn;PegasusFiasco;NewsClick;AmnestyDeniesPegasus;KalyanSingh;बंगाल;PostPollViolence;NHRC;महाराष्ट्र;राजस्थान;पंजाब;केरला;भ्रष्ट;मुल्लामुलायम,false,false,false,false,false,false
2021-12-07 19:33:32.100707,1420733662719451136,2021-07-29T13:11:15.000Z,2021,#pegasusfiasco,False,hi,Twitter for Android,AgrawalSadhuram,751694654,"#AmnestyUTurn #PegasusFiasco
#NewsClick #AmnestyDeniesPegasus
#KalyanSingh जी को गोली न चलाने
पर:एकलाइन में इस्तीफा,एकदिन की जेल!
#बंगाल #PostPollViolence #NHRC
#महाराष्ट्र,#राजस्थान,#पंजाब,#केरला...
#भ्रष्ट #मुल्लामुलायम की राह पर।
कारसेवकों पर गोलियां👇 
https://t.co/irhA0undy2 https://t.co/sCe9CZTyoK",false,false,1,0,0,0,"['photo', 'photo', 'photo', 'photo']",0.0,0,"['https://pbs.twimg.com/media/E7d1uXMVUAAP7lt.jpg', 'https://pbs.twimg.com/media/E7d1usIVcAMr8mf.jpg', 'https://pbs.twimg.com/media/E7d1u5SUYAQbtDy.jpg', 'https://pbs.twimg.com/media/E7d1vKIUUAEOc98.jpg']",https://twitter.com/AgrawalSadhuram/status/1420733662719451136,AmnestyUTurn;PegasusFiasco;NewsClick;AmnestyDeniesPegasus;KalyanSingh;बंगाल;PostPollViolence;NHRC;महाराष्ट्र;राजस्थान;पंजाब;केरला;भ्रष्ट;मुल्लामुलायम,false,false,false,false,false,false
2021-12-07 19:33:32.100707,1420732497264988170,2021-07-29T13:06:37.000Z,2021,#pegasusfiasco,False,hi,Twitter for Android,AgrawalSadhuram,751694654,"#AmnestyUTurn #PegasusFiasco
#NewsClick #AmnestyDeniesPegasus
#KalyanSingh जी को गोली न चलाने
पर:एकलाइन में इस्तीफा,एकदिन की जेल!
#बंगाल #PostPollViolence #NHRC
#महाराष्ट्र,#राजस्थान,#पंजाब,#केरला...
#भ्रष्ट #मुल्लामुलायम की राह पर।
कारसेवकों पर गोलियां👇 
https://t.co/irhA0undy2 https://t.co/brlmPV93th",false,false,1,0,0,0,"['photo', 'photo', 'photo', 'photo']",0.0,0,"['https://pbs.twimg.com/media/E7d0qmvVUAQxRSz.jpg', 'https://pbs.twimg.com/media/E7d0q0UVIAQt1kf.jpg', 'https://pbs.twimg.com/media/E7d0rBKUcAMYIUx.jpg', 'https://pbs.twimg.com/media/E7d0rUbVIAQxjHP.jpg']",https://twitter.com/AgrawalSadhuram/status/1420732497264988170,AmnestyUTurn;PegasusFiasco;NewsClick;AmnestyDeniesPegasus;KalyanSingh;बंगाल;PostPollViolence;NHRC;महाराष्ट्र;राजस्थान;पंजाब;केरला;भ्रष्ट;मुल्लामुलायम,false,false,false,false,false,false
2021-12-07 19:33:32.100707,1420731567089934341,2021-07-29T13:02:56.000Z,2021,#pegasusfiasco,False,hi,Twitter for Android,AgrawalSadhuram,751694654,"#AmnestyUTurn #PegasusFiasco
#NewsClick #AmnestyDeniesPegasus
#KalyanSingh जी को गोली न चलाने
पर:एकलाइन में इस्तीफा,एकदिन की जेल!
#बंगाल #PostPollViolence #NHRC
#महाराष्ट्र,#राजस्थान,#पंजाब,#केरला...
#भ्रष्ट #मुल्लामुलायम की राह पर।
कारसेवकों पर गोलियां👇 
https://t.co/irhA0undy2",false,false,1,0,0,0,['false'],0.0,0,['false'],https://twitter.com/AgrawalSadhuram/status/1420731567089934341,AmnestyUTurn;PegasusFiasco;NewsClick;AmnestyDeniesPegasus;KalyanSingh;बंगाल;PostPollViolence;NHRC;महाराष्ट्र;राजस्थान;पंजाब;केरला;भ्रष्ट;मुल्लामुलायम,false,false,false,false,false,false
2021-12-07 19:33:32.100707,1420446497305370626,2021-07-28T18:10:10.000Z,2021,#pegasusfiasco,False,hi,Twitter for Android,AgrawalSadhuram,751694654,"#AmnestyUTurn #PegasusFiasco
#NewsClick #AmnestyDeniesPegasus
#KalyanSingh जी को गोली न चलाने
पर:एकलाइन में इस्तीफा,एकदिन की जेल!
#बंगाल #PostPollViolence #NHRC
#महाराष्ट्र,#राजस्थान,#पंजाब,#केरला...
#भ्रष्ट #मुल्लामुलायम की राह पर।
कारसेवकों पर गोलियां👇 
https://t.co/RXfjY6Kymt https://t.co/HA5SE79rs9",false,false,1,0,0,0,"['photo', 'photo', 'photo', 'photo']",0.0,0,"['https://pbs.twimg.com/media/E7Zwi1xVcAAuFty.jpg', 'https://pbs.twimg.com/media/E7ZwjIAVgAQAick.jpg', 'https://pbs.twimg.com/media/E7ZwjcMVIAALgq0.jpg', 'https://pbs.twimg.com/media/E7Zwj5uVoAIbjio.jpg']",https://twitter.com/AgrawalSadhuram/status/1420446497305370626,AmnestyUTurn;PegasusFiasco;NewsClick;AmnestyDeniesPegasus;KalyanSingh;बंगाल;PostPollViolence;NHRC;महाराष्ट्र;राजस्थान;पंजाब;केरला;भ्रष्ट;मुल्लामुलायम,false,false,false,false,false,false
2021-12-07 19:33:32.100707,1420446155419226114,2021-07-28T18:08:48.000Z,2021,#pegasusfiasco,False,hi,Twitter for Android,AgrawalSadhuram,751694654,"#AmnestyUTurn #PegasusFiasco
#NewsClick #AmnestyDeniesPegasus
#KalyanSingh जी को गोली न चलाने
पर:एकलाइन में इस्तीफा,एकदिन की जेल!
#बंगाल #PostPollViolence #NHRC
#महाराष्ट्र,#राजस्थान,#पंजाब,#केरला...
#भ्रष्ट #मुल्लामुलायम की राह पर।
कारसेवकों पर गोलियां👇 
https://t.co/RXfjY6Kymt https://t.co/86ATF7Eabk",false,false,1,0,0,0,"['photo', 'photo']",0.0,0,"['https://pbs.twimg.com/media/E7ZwPxUUYAECuoK.jpg', 'https://pbs.twimg.com/media/E7ZwQCQVkAEI7IA.jpg']",https://twitter.com/AgrawalSadhuram/status/1420446155419226114,AmnestyUTurn;PegasusFiasco;NewsClick;AmnestyDeniesPegasus;KalyanSingh;बंगाल;PostPollViolence;NHRC;महाराष्ट्र;राजस्थान;पंजाब;केरला;भ्रष्ट;मुल्लामुलायम,false,false,false,false,false,false
2021-12-07 19:33:32.100707,1420446056333012993,2021-07-28T18:08:25.000Z,2021,#pegasusfiasco,False,hi,Twitter for Android,AgrawalSadhuram,751694654,"#AmnestyUTurn #PegasusFiasco
#NewsClick #AmnestyDeniesPegasus
#KalyanSingh जी को गोली न चलाने
पर:एकलाइन में इस्तीफा,एकदिन की जेल!
#बंगाल #PostPollViolence #NHRC
#महाराष्ट्र,#राजस्थान,#पंजाब,#केरला...
#भ्रष्ट #मुल्लामुलायम की राह पर।
कारसेवकों पर गोलियां👇 
https://t.co/RXfjY6Kymt https://t.co/A2oePIf1W9",false,false,1,0,0,0,"['photo', 'photo', 'photo', 'photo']",0.0,0,"['https://pbs.twimg.com/media/E7ZwJOYUcAIAefe.jpg', 'https://pbs.twimg.com/media/E7ZwJtKUUAImLfV.jpg', 'https://pbs.twimg.com/media/E7ZwJ6HVUAEo-9-.jpg', 'https://pbs.twimg.com/media/E7ZwKKlVoAA_KSN.jpg']",https://twitter.com/AgrawalSadhuram/status/1420446056333012993,AmnestyUTurn;PegasusFiasco;NewsClick;AmnestyDeniesPegasus;KalyanSingh;बंगाल;PostPollViolence;NHRC;महाराष्ट्र;राजस्थान;पंजाब;केरला;भ्रष्ट;मुल्लामुलायम,false,false,false,false,false,false
